cuid,city,type,province,population
4713049,Eye Hill No. 382,Rural municipality,Saskatchewan,590
4706023,Pense,Town,Saskatchewan,587
4706047,Balcarres,Town,Saskatchewan,587
4715048,Lake Lenore No. 399,Rural municipality,Saskatchewan,587
4710036,Foam Lake No. 276,Rural municipality,Saskatchewan,586
4714056,Connaught No. 457,Rural municipality,Saskatchewan,586
4717805,Flying Dust First Nation 105 (Meadow Lake 105),Indian reserve,Saskatchewan,577
4718808,Morin Lake 217,Indian reserve,Saskatchewan,577
4707036,Caron No. 162,Rural municipality,Saskatchewan,576
4710027,Raymore,Town,Saskatchewan,575
4713079,Manitou Lake No. 442,Rural municipality,Saskatchewan,573
4713098,Cut Knife,Town,Saskatchewan,573
4701076,Wawken No. 93,Rural municipality,Saskatchewan,571
4706811,Standing Buffalo 78,Indian reserve,Saskatchewan,569
4715062,Duck Lake,Town,Saskatchewan,569
4715054,Invergordon No. 430,Rural municipality,Saskatchewan,565
4718814,Wapachewunak 192D,Indian reserve,Saskatchewan,565
4706094,Cupar,Town,Saskatchewan,564
4703058,Ponteix,Town,Saskatchewan,563
4707018,Coulee No. 136,Rural municipality,Saskatchewan,563
4717026,Marshall,Town,Saskatchewan,561
4706059,Dufferin No. 190,Rural municipality,Saskatchewan,559
4705047,Langenburg No. 181,Rural municipality,Saskatchewan,557
4715071,Kinistino No. 459,Rural municipality,Saskatchewan,554
4713092,Hillsdale No. 440,Rural municipality,Saskatchewan,553
4705031,Broadview,Town,Saskatchewan,552
4702037,Cymri No. 36,Rural municipality,Saskatchewan,549
4709037,Cote No. 271,Rural municipality,Saskatchewan,548
4713835,Poundmaker 114,Indian reserve,Saskatchewan,547
4704061,Lac Pelletier No. 107,Rural municipality,Saskatchewan,546
4701078,Wawota,Town,Saskatchewan,543
4708006,Webb No. 138,Rural municipality,Saskatchewan,541
4705803,Cowessess 73,Indian reserve,Saskatchewan,540
4706017,Rouleau,Town,Saskatchewan,540
4712020,Fertile Valley No. 285,Rural municipality,Saskatchewan,539
4708042,Lacadena No. 228,Rural municipality,Saskatchewan,535
4710024,Mount Hope No. 279,Rural municipality,Saskatchewan,531
4711046,Usborne No. 310,Rural municipality,Saskatchewan,529
4711031,Rosedale No. 283,Rural municipality,Saskatchewan,526
4708068,Eatonia,Town,Saskatchewan,524
4701047,Antler No. 61,Rural municipality,Saskatchewan,523
4712004,St. Andrews No. 287,Rural municipality,Saskatchewan,522
4710046,Big Quill No. 308,Rural municipality,Saskatchewan,519
4712829,Red Pheasant 108,Indian reserve,Saskatchewan,519
4717802,Makaoo (Part) 120,Indian reserve,Saskatchewan,518
4706812,Pasqua 79,Indian reserve,Saskatchewan,517
4706809,Piapot 75,Indian reserve,Saskatchewan,516
4709060,Hazel Dell No. 335,Rural municipality,Saskatchewan,515
4716009,Radisson,Town,Saskatchewan,514
4705057,Grayson No. 184,Rural municipality,Saskatchewan,512
4711032,Hanley,Town,Saskatchewan,511
4716008,Great Bend No. 405,Rural municipality,Saskatchewan,509
4706021,Pense No. 160,Rural municipality,Saskatchewan,508
4716062,Medstead No. 497,Rural municipality,Saskatchewan,508
4705037,Rocanville No. 151,Rural municipality,Saskatchewan,507
4713068,Buffalo No. 409,Rural municipality,Saskatchewan,506
4705067,Stanley No. 215,Rural municipality,Saskatchewan,505
4704026,Eastend,Town,Saskatchewan,503
4706091,Cupar No. 218,Rural municipality,Saskatchewan,503
4705804,Kahkewistahaw 72,Indian reserve,Saskatchewan,502
4709016,Springside,Town,Saskatchewan,502
4710056,Leroy No. 339,Rural municipality,Saskatchewan,502
4716016,Blaine Lake,Town,Saskatchewan,499
4708094,Elrose,Town,Saskatchewan,496
4717041,Turtleford,Town,Saskatchewan,496
4701053,Moose Mountain No. 63,Rural municipality,Saskatchewan,492
4706816,Peepeekisis 81,Indian reserve,Saskatchewan,491
4709820,Keeseekoose 66,Indian reserve,Saskatchewan,491
4717034,Paradise Hill,Village,Saskatchewan,491
4706002,Montmartre,Village,Saskatchewan,490
4705028,Elcapo No. 154,Rural municipality,Saskatchewan,488
4705078,Saltcoats,Town,Saskatchewan,484
4706001,Montmartre No. 126,Rural municipality,Saskatchewan,483
4708065,Chesterfield No. 261,Rural municipality,Saskatchewan,481
4718806,Wapaskokimaw 202,Indian reserve,Saskatchewan,481
4711096,Wolverine No. 340,Rural municipality,Saskatchewan,480
4717011,Edam,Village,Saskatchewan,480
4702072,Yellow Grass,Town,Saskatchewan,478
4704024,White Valley No. 49,Rural municipality,Saskatchewan,478
4712830,Mosquito 109,Indian reserve,Saskatchewan,478
4708031,Riverside No. 168,Rural municipality,Saskatchewan,477
4718819,Turnor Lake 193B,Indian reserve,Saskatchewan,476
4707067,Coteau No. 255,Rural municipality,Saskatchewan,475
4717813,Saulteaux 159,Indian reserve,Saskatchewan,473
4701027,Benson No. 35,Rural municipality,Saskatchewan,472
4703068,Gravelbourg No. 104,Rural municipality,Saskatchewan,472
4705001,Moosomin No. 121,Rural municipality,Saskatchewan,470
4715011,Bayne No. 371,Rural municipality,Saskatchewan,467
4711026,Rudy No. 284,Rural municipality,Saskatchewan,466
4715014,Grant No. 372,Rural municipality,Saskatchewan,466
4703059,Whiska Creek No. 106,Rural municipality,Saskatchewan,465
4712058,Vanscoy,Village,Saskatchewan,462
4701011,Enniskillen No. 3,Rural municipality,Saskatchewan,459
4714026,Spalding No. 368,Rural municipality,Saskatchewan,453
4711079,Colonsay,Town,Saskatchewan,451
4711828,Whitecap,Indian reserve,Saskatchewan,451
4710058,Leroy,Town,Saskatchewan,450
4708044,Kyle,Town,Saskatchewan,449
4708092,Monet No. 257,Rural municipality,Saskatchewan,445
4712050,Perdue No. 346,Rural municipality,Saskatchewan,445
4704054,Carmichael No. 109,Rural municipality,Saskatchewan,444
4705014,Kingsley No. 124,Rural municipality,Saskatchewan,444
4706810,Assiniboine 76,Indian reserve,Saskatchewan,443
4715853,Montreal Lake 106B,Indian reserve,Saskatchewan,442
4703009,Rockglen,Town,Saskatchewan,441
4702042,Griffin No. 66,Rural municipality,Saskatchewan,438
4710822,Muskowekwan 85,Indian reserve,Saskatchewan,436
4714841,Yellowquill 90,Indian reserve,Saskatchewan,436
4709072,Norquay,Town,Saskatchewan,434
4703042,Wood River No. 74,Rural municipality,Saskatchewan,433
4714034,Barrier Valley No. 397,Rural municipality,Saskatchewan,431
4715004,Muenster,Village,Saskatchewan,430
4718021,Green Lake,Northern village,Saskatchewan,429
4707024,Morse No. 165,Rural municipality,Saskatchewan,427
4705806,Ochapowace 71,Indian reserve,Saskatchewan,426
4714839,Shoal Lake 28A,Indian reserve,Saskatchewan,424
4713072,Round Valley No. 410,Rural municipality,Saskatchewan,423
4714023,Ponass Lake No. 367,Rural municipality,Saskatchewan,422
4709033,Sliding Hills No. 273,Rural municipality,Saskatchewan,421
4718811,Sucker River 156C (Nemebien River 156C),Indian reserve,Saskatchewan,416
4708038,Saskatchewan Landing No. 167,Rural municipality,Saskatchewan,415
4710061,Lakeside No. 338,Rural municipality,Saskatchewan,415
4715059,St. Louis,Village,Saskatchewan,415
4701006,Mount Pleasant No. 2,Rural municipality,Saskatchewan,414
4704003,Val Marie No. 17,Rural municipality,Saskatchewan,413
4703054,Auvergne No. 76,Rural municipality,Saskatchewan,412
4705011,Silverwood No. 123,Rural municipality,Saskatchewan,410
4711077,Clavet,Village,Saskatchewan,410
4716022,Hafford,Town,Saskatchewan,407
4710826,Fishing Lake 89,Indian reserve,Saskatchewan,406
4706037,McLean,Village,Saskatchewan,405
4710031,Emerald No. 277,Rural municipality,Saskatchewan,405
4711044,Nokomis,Town,Saskatchewan,404
4702058,Ogema,Town,Saskatchewan,403
4706061,Bethune,Village,Saskatchewan,399
4713056,Grass Lake No. 381,Rural municipality,Saskatchewan,399
4716042,Leask,Village,Saskatchewan,399
4714021,Kelvington No. 366,Rural municipality,Saskatchewan,398
4708074,Snipe Lake No. 259,Rural municipality,Saskatchewan,396
4704058,Bone Creek No. 108,Rural municipality,Saskatchewan,394
4702062,Avonlea,Village,Saskatchewan,393
4707092,Craik,Town,Saskatchewan,392
4703029,Excel No. 71,Rural municipality,Saskatchewan,391
4710041,Elfros No. 307,Rural municipality,Saskatchewan,391
4708032,Cabri,Town,Saskatchewan,390
4709046,Keys No. 303,Rural municipality,Saskatchewan,390
4710064,Quill Lake,Village,Saskatchewan,387
4714049,Star City,Town,Saskatchewan,387
4717048,Glaslyn,Village,Saskatchewan,387
4706007,Vibank,Village,Saskatchewan,385
4715017,Vonda,Town,Saskatchewan,384
4705018,Chester No. 125,Rural municipality,Saskatchewan,383
4703044,Lafleche,Town,Saskatchewan,382
4706096,Lipton No. 217,Rural municipality,Saskatchewan,381
4707063,Victory No. 226,Rural municipality,Saskatchewan,380
4701036,Moose Creek No. 33,Rural municipality,Saskatchewan,379
4704019,Reno No. 51,Rural municipality,Saskatchewan,379
4713094,Neilburg,Village,Saskatchewan,379
4708062,Burstall,Town,Saskatchewan,378
4703011,Old Post No. 43,Rural municipality,Saskatchewan,377
4716005,Mayfield No. 406,Rural municipality,Saskatchewan,377
4701031,Browning No. 34,Rural municipality,Saskatchewan,375
4713059,Tramping Lake No. 380,Rural municipality,Saskatchewan,375
4716061,Leoville,Village,Saskatchewan,375
4710003,Ituna Bon Accord No. 246,Rural municipality,Saskatchewan,374
4704012,Frontier,Village,Saskatchewan,372
4705027,Wolseley No. 155,Rural municipality,Saskatchewan,372
4705079,Bredenbury,Town,Saskatchewan,372
4707054,Central Butte,Town,Saskatchewan,372
4702073,Wellington No. 97,Rural municipality,Saskatchewan,371
4708046,Miry Creek No. 229,Rural municipality,Saskatchewan,370
4709001,Calder No. 241,Rural municipality,Saskatchewan,370
4701037,Alameda,Town,Saskatchewan,369
4701016,Coalfields No. 4,Rural municipality,Saskatchewan,368
4710066,Lakeview No. 337,Rural municipality,Saskatchewan,368
4704038,Arlington No. 79,Rural municipality,Saskatchewan,366
4712034,Marriott No. 317,Rural municipality,Saskatchewan,366
4705063,McLeod No. 185,Rural municipality,Saskatchewan,365
4704034,Grassy Creek No. 78,Rural municipality,Saskatchewan,364
4709019,Garry No. 245,Rural municipality,Saskatchewan,364
4713096,Cut Knife No. 439,Rural municipality,Saskatchewan,364
4706042,Abernethy No. 186,Rural municipality,Saskatchewan,362
4716033,Round Hill No. 467,Rural municipality,Saskatchewan,361
4703092,Mossbank,Town,Saskatchewan,360
4711008,Imperial,Town,Saskatchewan,360
4714092,Choiceland,Town,Saskatchewan,359
4706008,Sedley,Village,Saskatchewan,358
4714079,White Fox,Village,Saskatchewan,355
4715851,Little Red River 106C,Indian reserve,Saskatchewan,354
4705056,Stockholm,Village,Saskatchewan,352
4716023,Douglas No. 436,Rural municipality,Saskatchewan,350
4701096,Maryfield,Village,Saskatchewan,348
4713032,Grandview No. 349,Rural municipality,Saskatchewan,348
4707014,Lawtonia No. 135,Rural municipality,Saskatchewan,346
4706098,Lipton,Village,Saskatchewan,345
4715036,Fish Creek No. 402,Rural municipality,Saskatchewan,345
4701039,Reciprocity No. 32,Rural municipality,Saskatchewan,344
4713028,Winslow No. 319,Rural municipality,Saskatchewan,344
4717008,Turtle River No. 469,Rural municipality,Saskatchewan,344
4710014,Touchwood No. 248,Rural municipality,Saskatchewan,343
4714059,Arborfield No. 456,Rural municipality,Saskatchewan,343
4708071,Newcombe No. 260,Rural municipality,Saskatchewan,342
4716018,Redberry No. 435,Rural municipality,Saskatchewan,342
4718831,Grandmother's Bay 219,Indian reserve,Saskatchewan,342
4711091,Viscount No. 341,Rural municipality,Saskatchewan,338
4711019,Elbow,Village,Saskatchewan,337
4712038,Mountain View No. 318,Rural municipality,Saskatchewan,337
4716054,Debden,Village,Saskatchewan,337
4703022,Waverley No. 44,Rural municipality,Saskatchewan,336
4706038,Indian Head No. 156,Rural municipality,Saskatchewan,336
4712051,Perdue,Village,Saskatchewan,334
4714840,Red Earth 29,Indian reserve,Saskatchewan,334
4702023,Bengough,Town,Saskatchewan,332
4716052,Canwood,Village,Saskatchewan,332
4708024,Fox Valley No. 171,Rural municipality,Saskatchewan,330
4711018,Loreburn No. 254,Rural municipality,Saskatchewan,327
4712011,Milden No. 286,Rural municipality,Saskatchewan,327
4701091,Walpole No. 92,Rural municipality,Saskatchewan,326
4704011,Frontier No. 19,Rural municipality,Saskatchewan,326
4705009,Wapella,Town,Saskatchewan,326
4709054,Invermay No. 305,Rural municipality,Saskatchewan,325
4716862,Witchekan Lake 117,Indian reserve,Saskatchewan,325
4701094,Maryfield No. 91,Rural municipality,Saskatchewan,324
4705041,Spy Hill No. 152,Rural municipality,Saskatchewan,323
4709028,Theodore,Village,Saskatchewan,323
4706063,Sarnia No. 221,Rural municipality,Saskatchewan,322
4714842,Kinistin 91,Indian reserve,Saskatchewan,321
4703038,Stonehenge No. 73,Rural municipality,Saskatchewan,319
4716038,Meeting Lake No. 466,Rural municipality,Saskatchewan,319
4715850,Cumberland 100A,Indian reserve,Saskatchewan,317
4706013,Bratt's Lake No. 129,Rural municipality,Saskatchewan,315
4709023,Insinger No. 275,Rural municipality,Saskatchewan,315
4711054,Manitou Beach,Resort village,Saskatchewan,314
4705066,Lemberg,Town,Saskatchewan,313
4702051,Brokenshell No. 68,Rural municipality,Saskatchewan,312
4706050,Katepwa,Resort village,Saskatchewan,312
4714062,Arborfield,Town,Saskatchewan,312
4702078,Fillmore,Village,Saskatchewan,311
4711034,McCraney No. 282,Rural municipality,Saskatchewan,310
4702001,Cambria No. 6,Rural municipality,Saskatchewan,309
4715848,Wahpaton 94A,Indian reserve,Saskatchewan,309
4703026,Willow Bunch No. 42,Rural municipality,Saskatchewan,306
4710008,Kellross No. 247,Rural municipality,Saskatchewan,305
4713026,Coleville,Village,Saskatchewan,305
4717006,Meota,Village,Saskatchewan,304
4704050,Piapot No. 110,Rural municipality,Saskatchewan,302
4712001,Pleasant Valley No. 288,Rural municipality,Saskatchewan,302
4709049,Buchanan No. 304,Rural municipality,Saskatchewan,301
4705033,Willowdale No. 153,Rural municipality,Saskatchewan,299
4707042,Marquis No. 191,Rural municipality,Saskatchewan,297
4713091,Marsden,Village,Saskatchewan,297
4702029,Laurier No. 38,Rural municipality,Saskatchewan,296
4702033,Lomond No. 37,Rural municipality,Saskatchewan,296
4701054,Manor,Village,Saskatchewan,295
4701043,Storthoaks No. 31,Rural municipality,Saskatchewan,292
4703018,Mankota No. 45,Rural municipality,Saskatchewan,292
4701069,Golden West No. 95,Rural municipality,Saskatchewan,291
4716013,Blaine Lake No. 434,Rural municipality,Saskatchewan,291
4701001,Argyle No. 1,Rural municipality,Saskatchewan,290
4711052,Morris No. 312,Rural municipality,Saskatchewan,290
4705007,Martin No. 122,Rural municipality,Saskatchewan,289
4707059,Lucky Lake,Village,Saskatchewan,289
4712016,Dinsmore,Village,Saskatchewan,289
4715076,Christopher Lake,Village,Saskatchewan,289
4711064,Shields,Resort village,Saskatchewan,288
4717058,Loon Lake,Village,Saskatchewan,288
4716011,Borden,Village,Saskatchewan,287
4709044,Pelly,Village,Saskatchewan,285
4715002,Englefeld,Village,Saskatchewan,285
4715006,Lake Lenore,Village,Saskatchewan,284
4703048,Pinto Creek No. 75,Rural municipality,Saskatchewan,283
4711036,Kenaston,Village,Saskatchewan,282
4714024,Rose Valley,Town,Saskatchewan,282
4717066,Goodsoil,Village,Saskatchewan,282
4702024,Bengough No. 40,Rural municipality,Saskatchewan,281
4709075,Livingston No. 331,Rural municipality,Saskatchewan,281
4703034,Lake of the Rivers No. 72,Rural municipality,Saskatchewan,279
4707022,Waldeck,Village,Saskatchewan,277
4706813,Muscowpetung 80,Indian reserve,Saskatchewan,275
4711003,Last Mountain Valley No. 250,Rural municipality,Saskatchewan,275
4716854,Muskeg Lake Cree Nation 102,Indian reserve,Saskatchewan,274
4709058,Invermay,Village,Saskatchewan,273
4703028,Willow Bunch,Town,Saskatchewan,272
4701063,Tecumseh No. 65,Rural municipality,Saskatchewan,271
4702041,Macoun,Village,Saskatchewan,269
4711076,Colonsay No. 342,Rural municipality,Saskatchewan,269
4713041,Progress No. 351,Rural municipality,Saskatchewan,268
4701058,Brock No. 64,Rural municipality,Saskatchewan,267
4715029,Laird,Village,Saskatchewan,267
4706014,Wilcox,Village,Saskatchewan,264
4705064,Neudorf,Village,Saskatchewan,263
4718100,Stony Rapids,Northern hamlet,Saskatchewan,262
4707034,Mortlach,Village,Saskatchewan,261
4707091,Craik No. 222,Rural municipality,Saskatchewan,259
4706072,Saskatchewan Beach,Resort village,Saskatchewan,258
4713064,Reford No. 379,Rural municipality,Saskatchewan,257
4702002,Torquay,Village,Saskatchewan,255
4702057,Key West No. 70,Rural municipality,Saskatchewan,255
4711016,Willner No. 253,Rural municipality,Saskatchewan,255
4717013,Paynton No. 470,Rural municipality,Saskatchewan,255
4701002,Gainsborough,Village,Saskatchewan,254
4713024,Oakdale No. 320,Rural municipality,Saskatchewan,253
4703001,Hart Butte No. 11,Rural municipality,Saskatchewan,252
4706016,Redburn No. 130,Rural municipality,Saskatchewan,250
4711011,Arm River No. 252,Rural municipality,Saskatchewan,250
4702006,Souris Valley No. 7,Rural municipality,Saskatchewan,249
4708026,Fox Valley,Village,Saskatchewan,249
4708056,Happyland No. 231,Rural municipality,Saskatchewan,249
4712069,Glenside No. 377,Rural municipality,Saskatchewan,248
4706067,Holdfast,Village,Saskatchewan,247
4713019,Prairiedale No. 321,Rural municipality,Saskatchewan,247
4706079,Earl Grey,Village,Saskatchewan,246
4702066,Caledonia No. 99,Rural municipality,Saskatchewan,245
4711056,Young,Village,Saskatchewan,244
4713046,Heart's Hill No. 352,Rural municipality,Saskatchewan,244
4714028,Spalding,Village,Saskatchewan,244
4702011,Lake Alma No. 8,Rural municipality,Saskatchewan,242
4707027,Morse,Town,Saskatchewan,242
4711059,Lost River No. 313,Rural municipality,Saskatchewan,242
4703096,Terrell No. 101,Rural municipality,Saskatchewan,241
4713011,Milton No. 292,Rural municipality,Saskatchewan,241
4715047,Middle Lake,Village,Saskatchewan,241
4701004,Carievale,Village,Saskatchewan,240
4703074,Sutton No. 103,Rural municipality,Saskatchewan,240
4701079,Kenosee Lake,Village,Saskatchewan,234
4702052,Norton No. 69,Rural municipality,Saskatchewan,233
4706033,Edenwold,Village,Saskatchewan,233
4702054,Pangman,Village,Saskatchewan,232
4701072,Hazelwood No. 94,Rural municipality,Saskatchewan,230
4707031,Chaplin,Village,Saskatchewan,229
4707062,Beechy,Village,Saskatchewan,228
4702061,Elmsthorpe No. 100,Rural municipality,Saskatchewan,226
4707053,Enfield No. 194,Rural municipality,Saskatchewan,226
4707066,King George No. 256,Rural municipality,Saskatchewan,226
4711039,Wood Creek No. 281,Rural municipality,Saskatchewan,224
4702076,Fillmore No. 96,Rural municipality,Saskatchewan,223
4717810,Ministikwan 161A,Indian reserve,Saskatchewan,223
4706045,Fort San,Resort village,Saskatchewan,222
4709042,St. Philips No. 301,Rural municipality,Saskatchewan,220
4710052,Prairie Rose No. 309,Rural municipality,Saskatchewan,220
4709053,Buchanan,Village,Saskatchewan,218
4702014,Surprise Valley No. 9,Rural municipality,Saskatchewan,217
4706009,Francis,Town,Saskatchewan,217
